case_id,domain,ticker,decision_date,task_type,market,horizons,source_config,synthetic,paper_ready,metadata
SLB_2023_09_29,oil,SLB,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2023_12_29,oil,SLB,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2024_03_28,oil,SLB,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2024_06_28,oil,SLB,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2024_09_30,oil,SLB,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2024_12_31,oil,SLB,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2020_03_31,semiconductor,NVDA,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2020_06_30,semiconductor,NVDA,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2020_09_30,semiconductor,NVDA,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2020_12_31,semiconductor,NVDA,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2021_03_31,semiconductor,NVDA,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2021_06_30,semiconductor,NVDA,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2021_09_30,semiconductor,NVDA,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2021_12_31,semiconductor,NVDA,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2022_03_31,semiconductor,NVDA,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2022_06_30,semiconductor,NVDA,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2022_09_30,semiconductor,NVDA,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2022_12_30,semiconductor,NVDA,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2023_03_31,semiconductor,NVDA,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2023_06_30,semiconductor,NVDA,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2023_09_29,semiconductor,NVDA,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2023_12_29,semiconductor,NVDA,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2024_03_28,semiconductor,NVDA,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2024_06_28,semiconductor,NVDA,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2024_09_30,semiconductor,NVDA,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
NVDA_2024_12_31,semiconductor,NVDA,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2020_03_31,semiconductor,AMD,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2020_06_30,semiconductor,AMD,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2020_09_30,semiconductor,AMD,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2020_12_31,semiconductor,AMD,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2021_03_31,semiconductor,AMD,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2021_06_30,semiconductor,AMD,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2021_09_30,semiconductor,AMD,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2021_12_31,semiconductor,AMD,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2022_03_31,semiconductor,AMD,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2022_06_30,semiconductor,AMD,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2022_09_30,semiconductor,AMD,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2022_12_30,semiconductor,AMD,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2023_03_31,semiconductor,AMD,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2023_06_30,semiconductor,AMD,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2023_09_29,semiconductor,AMD,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2023_12_29,semiconductor,AMD,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2024_03_28,semiconductor,AMD,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2024_06_28,semiconductor,AMD,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2024_09_30,semiconductor,AMD,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
AMD_2024_12_31,semiconductor,AMD,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2020_03_31,semiconductor,INTC,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2020_06_30,semiconductor,INTC,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2020_09_30,semiconductor,INTC,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2020_12_31,semiconductor,INTC,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2021_03_31,semiconductor,INTC,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2021_06_30,semiconductor,INTC,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2021_09_30,semiconductor,INTC,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2021_12_31,semiconductor,INTC,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2022_03_31,semiconductor,INTC,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2022_06_30,semiconductor,INTC,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2022_09_30,semiconductor,INTC,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2022_12_30,semiconductor,INTC,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2023_03_31,semiconductor,INTC,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2023_06_30,semiconductor,INTC,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2023_09_29,semiconductor,INTC,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2023_12_29,semiconductor,INTC,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2024_03_28,semiconductor,INTC,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2024_06_28,semiconductor,INTC,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2024_09_30,semiconductor,INTC,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
INTC_2024_12_31,semiconductor,INTC,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2020_03_31,semiconductor,TSM,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2020_06_30,semiconductor,TSM,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2020_09_30,semiconductor,TSM,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2020_12_31,semiconductor,TSM,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2021_03_31,semiconductor,TSM,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2021_06_30,semiconductor,TSM,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2021_09_30,semiconductor,TSM,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2021_12_31,semiconductor,TSM,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2022_03_31,semiconductor,TSM,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2022_06_30,semiconductor,TSM,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2022_09_30,semiconductor,TSM,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2022_12_30,semiconductor,TSM,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2023_03_31,semiconductor,TSM,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2023_06_30,semiconductor,TSM,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2023_09_29,semiconductor,TSM,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2023_12_29,semiconductor,TSM,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2024_03_28,semiconductor,TSM,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2024_06_28,semiconductor,TSM,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2024_09_30,semiconductor,TSM,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
TSM_2024_12_31,semiconductor,TSM,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2020_03_31,semiconductor,MU,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2020_06_30,semiconductor,MU,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2020_09_30,semiconductor,MU,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2020_12_31,semiconductor,MU,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2021_03_31,semiconductor,MU,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2021_06_30,semiconductor,MU,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
